J_Id,coverage
3071,Human Rights
3071,War
3072,Crime
3072,Culture
3072,Human Rights
3072,Politics
3073,Corruption
3073,Crime
3074,Politics
3075,Corruption
3075,Crime
3077,Corruption
3078,Corruption
3078,Culture
3078,Human Rights
3078,Politics
3079,Culture
3079,Politics
3080,Politics
3082,Culture
3082,Politics
3084,Politics
3084,War
3085,Business
3085,Human Rights
3086,Politics
3088,Human Rights
3088,Politics
3089,Politics
3092,Corruption
3093,Corruption
3093,Culture
3093,Human Rights
3093,Politics
3094,Corruption
3094,Crime
3094,Human Rights
3095,Politics
3096,War
3097,Sports
3098,Culture
3099,War
3101,Culture
3101,Human Rights
3101,Politics
3103,Human Rights
3103,Politics
3103,War
3104,Corruption
3104,Crime
3104,War
3105,Culture
3105,Sports
3107,Corruption
3107,Politics
3109,Corruption
3109,Culture
3109,Human Rights
3109,War
3110,Human Rights
3111,Politics
3111,Corruption
3112,Crime
3113,Politics
3113,War
3114,Politics
3114,War
3114,Human Rights
3114,Culture
3115,War
3116,Politics
3119,Human Rights
3119,War
3120,Human Rights
3120,Politics
3122,Politics
3123,Culture
3123,Politics
3126,War
3128,War
3129,Corruption
3129,Human Rights
3129,Politics
3132,Politics
3133,War
3134,Corruption
3134,Human Rights
3135,Business
3135,Crime
3135,Human Rights
3135,Politics
3137,War
3138,Corruption
3138,Politics
3139,Politics
3140,War
3141,Culture
3141,Politics
3141,War
3142,Crime
3142,Politics
3144,War
3145,Human Rights
3145,Politics
3147,Business
3147,Corruption
3147,Crime
3147,Human Rights
3147,Politics
3148,Human Rights
3148,Politics
3148,War
3149,Corruption
3149,Politics
3150,Politics
3150,War
3152,Human Rights
3152,Politics
3153,Politics
3154,Politics
3155,Corruption
3155,Politics
3156,Politics
3157,War
3158,War
3159,Politics
3161,Corruption
3161,Crime
3161,Human Rights
3162,War
3163,Politics
3164,Culture
3164,Politics
3166,Politics
3166,War
3167,Politics
3169,Politics
3170,Politics
3171,Politics
3172,Culture
3174,Sports
3176,Corruption
3176,Human Rights
3176,Politics
3181,War
3182,Politics
3184,Business
3184,Politics
3185,Corruption
3185,Human Rights
3185,Politics
3186,Sports
3187,Politics
3188,Politics
3188,War
3190,Politics
3191,Human Rights
3191,Politics
3192,Politics
3193,Corruption
3193,Crime
3193,Culture
3193,Human Rights
3193,Politics
3193,War
3194,War
3195,Human Rights
3195,Politics
3195,War
3197,Politics
3198,Human Rights
3198,Politics
3199,Human Rights
3199,Politics
3200,Politics
3201,Politics
3202,Human Rights
3202,Politics
3203,Human Rights
3203,Politics
3204,Human Rights
3204,Politics
3205,Human Rights
3205,Politics
3206,Culture
3206,Human Rights
3206,Politics
3208,Culture
3208,Politics
3209,Politics
3211,War
3214,War
3215,Crime
3216,Politics
3218,Corruption
3218,Crime
3220,Human Rights
3220,Politics
3223,Crime
3224,Corruption
3225,Politics
3226,Business
3226,Human Rights
3226,Politics
3227,Politics
3228,Politics
3229,Corruption
3229,Politics
3232,Human Rights
3232,Politics
3232,Corruption
3233,Politics
3234,Culture
3234,Human Rights
3234,Politics
3236,Corruption
3236,Politics
3238,Business
3238,Corruption
3238,Crime
3238,Culture
3238,Human Rights
3238,Politics
3239,Politics
3241,Politics
3242,Human Rights
3242,Politics
3242,War
3243,Culture
3244,Politics
3245,Corruption
3245,Culture
3245,Politics
3246,Human Rights
3246,Politics
3247,Politics
3248,Corruption
3250,Corruption
3253,Business
3253,Politics
3254,Crime
3254,Human Rights
3254,Politics
3255,War
3256,Politics
3257,Human Rights
3257,Politics
3258,Corruption
3258,Human Rights
3258,Politics
3259,Business
3259,Human Rights
3259,Politics
3261,Culture
3262,Human Rights
3262,Politics
3262,Sports
3262,War
3264,Business
3264,Crime
3266,Culture
3266,Politics
3267,Corruption
3267,Crime
3268,Business
3268,Culture
3268,Politics
3269,Business
3269,Corruption
3269,Crime
3269,Culture
3269,Human Rights
3269,Politics
3269,Sports
3269,War
3272,Corruption
3272,Crime
3272,Politics
3273,Corruption
3273,Crime
3275,Sports
3277,Crime
3279,Politics
3279,War
3281,Politics
3282,Politics
3283,Human Rights
3283,Politics
3283,War
3284,Politics
3285,Corruption
3285,Crime
3287,Culture
3287,Human Rights
3287,Politics
3288,Culture
3288,Human Rights
3288,Politics
3290,Crime
3292,War
3292,Human Rights
3293,Culture
3293,Politics
3293,War
3294,Politics
3296,Corruption
3296,Crime
3298,Politics
3300,Business
3300,Politics
3301,Corruption
3303,Crime
3304,Business
3304,Culture
3304,Politics
3305,War
3307,Human Rights
3307,Politics
3308,Culture
3308,Politics
3309,Human Rights
3309,Politics
3310,Politics
3312,Politics
3313,Politics
3313,War
3314,Corruption
3314,Crime
3315,Politics
3316,Business
3316,Crime
3317,Business
3317,Corruption
3317,Politics
3318,War
3319,War
3320,Business
3320,Crime
3320,Culture
3320,Politics
3321,Corruption
3321,Crime
3322,War
3323,War
3324,Politics
3326,Politics
3329,Crime
3331,Politics
3333,Business
3333,Human Rights
3333,Politics
3333,War
3334,War
3335,Corruption
3335,Crime
3335,Culture
3335,Politics
3335,War
3336,Human Rights
3336,Politics
3337,Culture
3337,Politics
3338,War
3338,Human Rights
3340,Politics
3342,Corruption
3342,Politics
3343,War
3344,War
3345,Corruption
3345,Human Rights
3345,Politics
3346,Crime
3347,Corruption
3347,Crime
3347,Human Rights
3347,Politics
3349,Human Rights
3349,Politics
3349,War
3350,Culture
3350,Human Rights
3350,Politics
3351,Politics
3351,War
3352,Politics
3352,Human Rights
3353,Politics
3354,Politics
3355,Corruption
3355,Politics
3356,Politics
3357,Corruption
3357,Human Rights
3357,Politics
3360,Politics
3362,Corruption
3362,Human Rights
3362,Politics
3363,Business
3364,Politics
3365,Politics
3366,Human Rights
3366,Politics
3366,War
3367,Culture
3367,Human Rights
3367,Politics
3369,Culture
3369,Politics
3370,Corruption
3370,Crime
3370,Human Rights
3370,Politics
3371,Politics
3372,Human Rights
3373,Corruption
3373,Human Rights
3374,Politics
3375,Business
3375,Culture
3375,Sports
3378,Crime
3382,Human Rights
3382,Politics
3383,Human Rights
3383,Politics
3384,Politics
3385,Culture
3385,Politics
3386,War
3387,Business
3388,Business
3388,Corruption
3392,Politics
3393,Corruption
3393,Politics
3393,Human Rights
3394,Politics
3395,Corruption
3396,Politics
3397,Politics
3399,Politics
3400,Politics
3401,Politics
3402,Culture
3403,War
3404,Human Rights
3404,Politics
3406,Politics
3407,Politics
3408,Corruption
3408,Crime
3408,Human Rights
3408,Politics
3409,Politics
3410,Crime
3411,Politics
3413,Corruption
3413,Politics
3414,Politics
3415,Politics
3416,Business
3416,Corruption
3416,Culture
3416,Human Rights
3416,Politics
3417,Politics
3417,Corruption
3418,Culture
3418,Politics
3419,Corruption
3419,Politics
3420,Corruption
3420,Human Rights
3420,Politics
3421,Corruption
3421,Human Rights
3421,Politics
3422,Human Rights
3423,Politics
3424,Politics
3426,Politics
3426,War
3427,War
3428,Politics
3430,Human Rights
3430,Politics
3431,Politics
3433,Sports
3434,Culture
3434,Sports
3435,War
3436,Politics
3436,War
3437,Corruption
3437,Crime
3437,Culture
3437,Human Rights
3439,Human Rights
3440,Politics
3441,Business
3441,Human Rights
3441,Politics
3442,Human Rights
3442,Politics
3445,Politics
3448,Politics
3450,Politics
3450,Human Rights
3453,Corruption
3453,Human Rights
3453,Politics
3454,Human Rights
3454,Politics
3454,War
3455,Politics
3456,Human Rights
3456,War
3457,Politics
3458,Human Rights
3458,Politics
3458,War
3459,Politics
3459,War
3460,Politics
3461,Politics
3462,Politics
3463,Corruption
3463,Politics
3465,Corruption
3465,Human Rights
3465,War
3466,Corruption
3466,Crime
3467,War
3468,Human Rights
3468,Politics
3469,Human Rights
3469,Politics
3469,War
3470,Business
3470,Corruption
3470,Crime
3470,Culture
3470,Human Rights
3470,Politics
3470,Sports
3470,War
3471,Politics
3472,Politics
3473,Politics
3475,Politics
3476,War
3477,Politics
3478,Politics
3479,Culture
3479,Human Rights
3479,Politics
3479,War
3480,Corruption
3482,Human Rights
3482,Politics
3482,War
3483,War
3485,Culture
3485,Politics
3486,Human Rights
3487,War
3488,Human Rights
3490,Business
3490,Culture
3490,Human Rights
3490,Politics
3493,Human Rights
3493,Politics
3495,Human Rights
3495,Politics
3496,Business
3497,Politics
3498,Corruption
3498,Politics
3498,Human Rights
3499,Politics
3502,Human Rights
3502,Politics
3502,War
3504,Business
3504,Culture
3506,Politics
3507,Human Rights
3507,Politics
3508,Corruption
3508,Politics
3513,Politics
3514,Human Rights
3514,Politics
3515,Human Rights
3516,Corruption
3517,Corruption
3517,Human Rights
3517,Politics
3518,Politics
3519,Culture
3520,Human Rights
3521,Human Rights
3521,Politics
3522,Politics
3523,Culture
3523,Politics
3524,Politics
3525,Politics
3526,Politics
3528,Politics
3529,Politics
3530,Human Rights
3530,Politics
3531,Politics
3532,Politics
3533,War
3534,Politics
3535,Business
3536,Business
3539,Corruption
3539,Politics
3541,Corruption
3542,Politics
3543,Politics
3544,Politics
3545,Corruption
3545,Crime
3546,Human Rights
3546,Politics
3546,War
3547,Human Rights
3547,Politics
3548,Human Rights
3548,Politics
3548,Corruption
3548,Culture
3549,Business
3550,Politics
3551,Business
3551,Culture
3555,Business
3555,Crime
3555,Culture
3555,Politics
3556,Politics
3557,Corruption
3558,Culture
3558,Human Rights
3558,Politics
3558,War
3559,Human Rights
3559,Politics
3560,Corruption
3560,Politics
3561,Politics
3562,Politics
3563,Business
3563,Corruption
3563,Crime
3563,Culture
3563,Human Rights
3563,Politics
3563,Sports
3563,War
3564,Politics
3565,Business
3565,Crime
3565,Politics
3570,Sports
3571,Human Rights
3571,Politics
3572,Business
3572,Corruption
3572,Crime
3572,Culture
3572,Human Rights
3572,Politics
3572,Sports
3572,War
3574,Corruption
3574,Crime
3574,Human Rights
3574,Politics
3574,War
3575,Human Rights
3575,Politics
3575,War
3576,Human Rights
3576,Politics
3576,War
3576,Corruption
3576,Crime
3577,Business
3577,Corruption
3577,Crime
3577,Culture
3577,Human Rights
3577,Politics
3577,Sports
3577,War
3578,Culture
3578,Human Rights
3578,Politics
3578,War
3579,Business
3579,Corruption
3579,Crime
3579,Culture
3579,Human Rights
3579,Politics
3579,Sports
3579,War
3580,Politics
3581,Business
3581,Corruption
3581,Crime
3581,Culture
3581,Human Rights
3581,Politics
3581,Sports
3581,War
3582,Human Rights
3582,Politics
3582,War
3583,Corruption
3583,Crime
3586,Politics
3587,Business
3587,Corruption
3587,Crime
3587,Culture
3587,Human Rights
3587,Politics
3587,Sports
3587,War
